Localidad	Derivado		Boca de expendio					Dirección			Bandera		Precio sin impuesto	Precio final	Volumen informado (m3)		Exento
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		AUTOMOVIL CLUB ARGENTINO					AV. CABILDO 1499			YPF		1.413,07	2.039,00	357,45		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					AV. PASEO COLON 849			SHELL C.A.P.S.A.		1.478,35	2.129,00	465,44		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					LINCOLN 3999			SHELL C.A.P.S.A.		1.478,35	2.129,00	188,75		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					AV. LIBERTADOR 7920			SHELL C.A.P.S.A.		1.486,61	2.139,00	237,25		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					AV. CORDOBA 3710			SHELL C.A.P.S.A.		1.478,35	2.129,00	353,40		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					AV. CABILDO 4701			SHELL C.A.P.S.A.		1.486,61	2.139,00	290,24		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ALMIRO SRL					JUAN B. ALBERDI 1502			SHELL C.A.P.S.A.		1.168,31	2.129,00	187,55		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SUCESORES DE LOPEZ ALDAO Y CIA. S.R. L.					AV. SAN MARTI­N 7001			YPF		1.414,71	2.052,00	320,68		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					AV. CRAMER 1691			SHELL C.A.P.S.A.		1.486,61	2.139,00	199,46		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					AV. FIGUEROA ALCORTA 7786			SHELL C.A.P.S.A.		1.462,01	2.099,00	145,89		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					AUT. ILLIA ENTRE 7 Y PEAJE			SHELL C.A.P.S.A.		1.486,61	2.139,00	436,79		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SUPER SERVICIOS SA					AV AVELLANEDA 1628			YPF		1.296,44	2.045,00	245,42		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		VICINI COMBUSTIBLES S.A.					AVENIDA DIRECTORIO 5698			SHELL C.A.P.S.A.		1.483,31	2.139,00	77,86		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					Av.Diaz Velez 4368			SHELL C.A.P.S.A.		1.427,93	2.059,00	320,49		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I.					AV. CORRIENTES 6535			SHELL C.A.P.S.A.		1.478,35	2.129,00	235,61		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SUPER SERVICIOS S.A.					EUSTAQUIO CAMBIESES 1780			YPF		1.291,29	2.032,00	118,21		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		AUTOMOVIL CLUB ARGENTINO					FRANCISCO BEIRO 3561			YPF		1.409,81	2.043,00	298,37		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.I					AV. FIGUEROA ALCORTA 3099			SHELL C.A.P.S.A.		1.486,61	2.139,00	319,98		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SUPER SERVICIOS S.A.					AV. LIBERTADOR 5002			YPF		1.302,99	2.051,00	439,27		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		AUTOMOVIL CLUB ARGENTINO					AV.RIVADAVIA 7530			YPF		1.400,58	2.047,00	339,93		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Libertador 2587 (esq. J. Salguero)			AXION		1.443,63	2.099,00	362,99		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Autopista Gral. Paz 11200 (esq. Humaitá)			AXION		1.443,63	2.099,00	469,73		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av Los Incas 3550			AXION		1.443,63	2.099,00	159,89		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		AUTOMOVIL CLUB ARGENTINO					godoy cruz 3151			YPF		1.413,02	2.039,00	516,69		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Gaona 2399 (esq Trelles)			AXION		1.432,70	2.089,00	197,45		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av.Cordoba 5657 (esq. Bonpland)			AXION		1.443,63	2.099,00	260,06		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					AV. F. Beiró 5501 esq. Moliere			AXION		1.443,63	2.099,00	260,81		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		TECNOLOGIA D´ATRI SRL					BRASIL 2984			AXION		1.444,27	2.099,00	115,99		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Cabildo 685/89/90/95 (esq. Olleros)			AXION		1.434,04	2.089,00	184,80		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Congreso 4801 (esq. Galvan)			AXION		1.443,63	2.099,00	200,61		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Triunvirato 5878 (esq. Av. Crisólogo Larralde)			AXION		1.443,63	2.099,00	189,70		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.E.I					AU. DELLEPIANE 4187 (MANO PROVINCIA)			SHELL C.A.P.S.A.		1.486,61	2.139,00	196,37		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Mosconi 2500 (esq. J.G. de Artigas)			AXION		1.443,63	2.099,00	232,48		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Monroe 3078 (esq. Balbin)			AXION		1.434,04	2.089,00	270,66		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Rivadavia 3199 (esq. Anchorena)			AXION		1.432,70	2.089,00	143,92		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. La Plata 575 (esq. Alberdi)			AXION		1.432,70	2.089,00	156,68		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.F.E.I					AU DELLEPIANE 4180			SHELL C.A.P.S.A.		1.486,61	2.139,00	167,49		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Emilio Castro 6512 (esq. Cafayate)			AXION		1.443,63	2.099,00	184,20		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Gral. Paz 525 (esq. Cuevas)			AXION		1.443,63	2.099,00	430,30		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Rivadavia 8201/31 (esq. Joaquin V. Gonzalez)			AXION		1.443,63	2.099,00	116,20		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.C.I.F.I					24 DE NOVIEMBRE E INDEPENDENCIA			SHELL C.A.P.S.A.		1.470,08	2.119,00	278,30		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					San Martín 1521 (esq. Luis Viale)			AXION		1.432,70	2.089,00	166,26		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Cruz 1501 (esq. Centenera)			AXION		1.443,63	2.099,00	161,57		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Juan de Garay 1302 (esq. Santiago del Estero)			AXION		1.443,63	2.099,00	187,44		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DARSISA S.A.					AV. JUAN B. JUSTO Nº 7099			YPF		590,87	2.045,00	363,06		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					J. B. Justo 8005 (esq. Lope De Vega)			AXION		1.443,63	2.099,00	229,33		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Jujuy 164/196 (esq. Alsina)			AXION		1.432,70	2.089,00	128,34		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PANAMERICANA SRL					AV. SAN MARTIN 5316			YPF		1.410,60	2.052,00	215,84		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ALGAVI SA					EVA PERON 2101			SHELL C.A.P.S.A.		1.482,65	2.129,00	85,21		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Las Heras 2499 (esq. Galileo)			AXION		1.443,63	2.099,00	215,56		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA ACA ONCE					AV RIVADAVIA 3341			YPF		1.467,34	2.045,00	394,69		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA ACA CABALLITO					AV GAONA 1204 Y MARTIN DE GAINZA			YPF		1.467,34	2.045,00	472,44		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		TERGEN SRL					Directorio 2578			YPF		1.401,09	2.032,00	352,90		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PASGAL S.A.					ATUEL 1093			SHELL C.A.P.S.A.		1.476,76	2.129,00	118,33		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA ACA AUTODROMO					AVENIDA CNEL. JOSE SEGUNDO ROCA 4550			YPF		1.456,23	2.032,00	297,58		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					AV.FRANCISCO BEIRÓ 5804			YPF		1.473,33	2.052,00	270,46		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					FIGUEROA ALCORTA 6608 Y ECHEVERRIA			YPF		1.472,47	2.051,00	619,20		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PERFORMANCE FUELS SRL					AV BEIRO 4610			SHELL C.A.P.S.A.		1.430,62	2.129,00	249,49		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		CRISTINA ISABELLI DE MARTINEZ E HIJOS S.H					juramento 3411			DAPSA S.A.		1.444,03	2.069,00	23,00		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		CORRO NORTE S.A					CORRO 501			YPF		1.676,68	2.045,00	201,23		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PETROLFE S.A.					Av.San Juan 2901			YPF		1.419,05	2.036,00	293,68		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					AV DIAZ VELEZ 4373 Y YATAY			YPF		1.467,34	2.045,00	535,70		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					AV DIRECTORIO 4311/27 Y OLIVERA			YPF		1.456,23	2.032,00	261,57		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					AV CABILDO 3501			YPF		1.472,47	2.051,00	369,33		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					AV DE LOS CONSTITUYENTES 6070			YPF		1.473,33	2.052,00	402,44		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					AV CORDOBA 4201 Y PRINGLES			YPF		1.472,47	2.051,00	351,54		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					J B JUSTO 1215 Y NICARAGUA			YPF		1.472,47	2.051,00	370,32		NO
